,title,authors,doi,abstract,citations,pubdate,pubtype,proceedings,ccs
437,A large scale study of wireless search behavior: Google mobile search,"['Maryam Kamvar', 'Shumeet Baluja']",https://doi.org/10.1145/1124772.1124877,"We present a large scale study of search patterns on Google's mobile search interface. Our goal is to understand the current state of wireless search by analyzing over 1 Million hits to Google's mobile search sites. Our study also includes the examination of search queries and the general categories under which they fall. We follow users throughout multiple interactions to determine search behavior; we estimate how long they spend inputting a query, viewing the search results, and how often they click on a search result. We also compare and contrast search patterns between 12-key keypad phones (cellphones), phones with QWERTY keyboards (PDAs) and conventional computers.",181,April 2006  ,Article ,CHI '06: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Applied computing', 'Document management and text processing', 'Document preparation', 'Multi / mixed media creation', 'Human-centered computing', 'Human computer interaction (HCI)', 'Interaction paradigms', 'Hypertext / hypermedia']"
438,FaThumb: a facet-based interface for mobile search,"['Amy K. Karlson', 'George G. Robertson', 'Daniel C. Robbins', 'Mary P. Czerwinski', 'Greg R. Smith']",https://doi.org/10.1145/1124772.1124878,"In this paper we describe a novel approach for searching large data sets from a mobile phone. Existing interfaces for mobile search require keyword text entry and are not suited for browsing. Our alternative uses a hybrid model to de-emphasize tedious keyword entry in favor of iterative data filtering. We propose navigation and selection of hierarchical metadata (facet navigation), with incremental text entry to further narrow the results. We conducted a formative evaluation to understand the relative advantages of keyword entry versus facet navigation for both browse and search tasks on the phone. We found keyword entry to be more powerful when the name of the search target is known, while facet navigation is otherwise more effective and strongly preferred.",57,April 2006  ,Article ,CHI '06: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,['Human-centered computing']
439,"Searching in audio: the utility of transcripts, dichotic presentation, and time-compression","['Abhishek Ranjan', 'Ravin Balakrishnan', 'Mark Chignell']",https://doi.org/10.1145/1124772.1124879,"Searching audio data can potentially be facilitated by the use of automatic speech recognition (ASR) technology to generate text transcripts which can then be easily queried. However, since current ASR technology cannot reliably generate 100% accurate transcripts, additional techniques for fluid browsing and searching of the audio itself are required. We explore the impact of transcripts of various qualities, dichotic presentation, and time-compression on an audio search task. Results show that dichotic presentation and reasonably accurate transcripts can assist in the search process, but suggest that time-compression and low accuracy transcripts should be used carefully.",8,April 2006  ,Article ,CHI '06: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Human computer interaction (HCI)']"
440,Responsiveness in instant messaging: predictive models supporting inter-personal communication,"['Daniel Avrahami', 'Scott E. Hudson']",https://doi.org/10.1145/1124772.1124881,"For the majority of us, inter-personal communication is an essential part of our daily lives. Instant Messaging, or IM, has been growing in popularity for personal and work-related communication. The low cost of sending a message, combined with the limited awareness provided by current IM systems result in messages often arriving at inconvenient or disruptive times. In a step towards solving this problem, we created statistical models that successfully predict responsiveness to incoming instant messages -- simply put: whether the receiver is likely to respond to a message within a certain time period. These models were constructed using a large corpus of real IM interaction collected from 16 participants, including over 90,000 messages. The models we present can predict, with accuracy as high as 90.1%, whether a message sent to begin a new session of communication would get a response within 30 seconds, 1, 2, 5, and 10 minutes. This type of prediction can be used, for example, to drive online-status indicators, or in services aimed at finding potential communicators.",41,April 2006  ,Article ,CHI '06: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Human computer interaction (HCI)']"
441,Leveraging characteristics of task structure to predict the cost of interruption,"['Shamsi T. Iqbal', 'Brian P. Bailey']",https://doi.org/10.1145/1124772.1124882,"A challenge in building interruption reasoning systems is to compute an accurate cost of interruption (COI). Prior work has used interface events and other cues to predict COI, but ignore characteristics related to the structure of a task. This work investigates how well characteristics of task structure can predict COI, as objectively measured by resumption lag. In an experiment, users were interrupted during task execution at various boundaries to collect a large sample of resumption lag values. Statistical methods were employed to create a parsimonious model that uses characteristics of task structure to predict COI. A subsequent experiment with different tasks showed that the model can predict COI with reasonably high accuracy. Our model can be expediently applied to many goal-directed tasks, allowing systems to make more effective decisions about when to interrupt.",74,April 2006  ,Article ,CHI '06: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Human computer interaction (HCI)']"
442,A goal-oriented web browser,"['Alexander Faaborg', 'Henry Lieberman']",https://doi.org/10.1145/1124772.1124883,"Many users are familiar with the interesting but limited functionality of Data Detector interfaces like Microsoft's Smart Tags and Google's AutoLink. In this paper we significantly expand the breadth and functionality of this type of user interface through the use of large-scale knowledge bases of semantic information. The result is a Web browser that is able to generate personalized semantic hypertext, providing a goal-oriented browsing experience.We present (1) Creo, a Programming by Example system for the Web that allows users to create a general-purpose procedure with a single example, and (2) Miro, a Data Detector that matches the content of a page to high-level user goals.An evaluation with 34 subjects found that they were more efficient using our system, and that the subjects would use features like these if they were integrated into their Web browser.",42,April 2006  ,Article ,CHI '06: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Applied computing', 'Document management and text processing', 'Document preparation', 'Multi / mixed media creation', 'Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Human-centered computing', 'Human computer interaction (HCI)', 'Interaction paradigms', 'Hypertext / hypermedia']"
443,Understanding photowork,"['David Kirk', 'Abigail Sellen', 'Carsten Rother', 'Ken Wood']",https://doi.org/10.1145/1124772.1124885,"In this paper we introduce the notion of ""photowork"" as the activities people perform with their digital photos after cap-ture but prior to end use such as sharing. Surprisingly, these processes of reviewing, downloading, organizing, editing, sorting and filing have received little attention in the litera-ture yet they form the context for a large amount of the 'search' and 'browse' activities so commonly referred to in studies of digital photo software. Through a deeper under-standing of photowork using field observation and inter-views, we seek to highlight its significance as an interaction practice. At the same time, we discover how ""search"" as it is usually defined may have much less relevance than new ways of browsing for the design of new digital photo tools, in particular, browsing in support of the photowork activi-ties we describe.",199,April 2006  ,Article ,CHI '06: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,['Human-centered computing']
444,Gaze-based interaction for semi-automatic photo cropping,"['Anthony Santella', 'Maneesh Agrawala', 'Doug DeCarlo', 'David Salesin', 'Michael Cohen']",https://doi.org/10.1145/1124772.1124886,"We present an interactive method for cropping photographs given minimal information about important content location, provided by eye tracking. Cropping is formulated in a general optimization framework that facilitates adding new composition rules, and adapting the system to particular applications. Our system uses fixation data</ to identify important image content and compute the best crop for any given aspect ratio or size, enabling applications such as automatic snapshot recomposition, adaptive documents, and thumbnailing. We validate our approach with studies in which users compare our crops to ones produced by hand and by a completely automatic approach. Experiments show that viewers prefer our gaze-based crops to uncropped images and fully automatic crops.",239,April 2006  ,Article ,CHI '06: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Human computer interaction (HCI)']"
445,Tabletop sharing of digital photographs for the elderly,"['Trent Apted', 'Judy Kay', 'Aaron Quigley']",https://doi.org/10.1145/1124772.1124887,"We have recently begun to see hardware support for the tabletop user interface, offering a number of new ways for humans to interact with computers. Tabletops offer great potential for face-to-face social interaction; advances in touch technology and computer graphics provide natural ways to directly manipulate virtual objects, which we can display on the tabletop surface. Such an interface has the potential to benefit a wide range of the population and it is important that we design for usability and learnability with diverse groups of people.This paper describes the design of SharePic -- a multiuser, multi-touch, gestural, collaborative digital photograph sharing application for a tabletop -- and our evaluation with both young adult and elderly user groups. We describe the guidelines we have developed for the design of tabletop interfaces for a range of adult users, including elders, and the user interface we have built based on them. Novel aspects of the interface include a design strongly influenced by the metaphor of physical photographs placed on the table with interaction techniques designed to be easy to learn and easy to remember. In our evaluation, we gave users the final task of creating a digital postcard from a collage of photographs and performed a realistic think-aloud with pairs of novice participants learning together, from a tutorial script.",105,April 2006  ,Article ,CHI '06: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Applied computing', 'Education', 'Computing methodologies', 'Computer graphics', 'Human-centered computing', 'Collaborative and social computing']"
446,GUESS: a language and interface for graph exploration,['Eytan Adar'],https://doi.org/10.1145/1124772.1124889,"As graph models are applied to more widely varying fields, researchers struggle with tools for exploring and analyzing these structures. We describe GUESS, a novel system for graph exploration that combines an interpreted language with a graphical front end that allows researchers to rapidly prototype and deploy new visualizations. GUESS also contains a novel, interactive interpreter that connects the language and interface in a way that facilities exploratory visualization tasks. Our language, Gython, is a domain-specific embedded language which provides all the advantages of Python with new, graph specific operators, primitives, and shortcuts. We highlight key aspects of the system in the context of a large user survey and specific, real-world, case studies ranging from social and knowledge networks to distributed computer network analysis.",97,April 2006  ,Article ,CHI '06: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Human computer interaction (HCI)', 'Software and its engineering', 'Software notations and tools', 'Development frameworks and environments', 'Software organization and properties', 'Software system structures', 'Software architectures']"
447,The Sandbox for analysis: concepts and methods,"['William Wright', 'David Schroh', 'Pascale Proulx', 'Alex Skaburskis', 'Brian Cort']",https://doi.org/10.1145/1124772.1124890,"The Sandbox is a flexible and expressive thinking environment that supports both ad-hoc and more formal analytical tasks. It is the evidence marshalling and sense-making component for the analytical software environment called nSpace. This paper presents innovative Sandbox human information interaction capabilities and the rationale underlying them including direct observations of analysis work as well as structured interviews. Key capabilities for the Sandbox include ""put-this-there"" cognition, automatic process model templates, gestures for the fluid expression of thought, assertions with evidence and scalability mechanisms to support larger analysis tasks. The Sandbox integrates advanced computational linguistic functions using a Web Services interface and protocol. An independent third party evaluation experiment with the Sandbox has been completed. The experiment showed that analyst subjects using the Sandbox did higher quality analysis in less time than with standard tools. Usability test results indicated the analysts became proficient in using the Sandbox with three hours of training.",110,April 2006  ,Article ,CHI '06: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Computing methodologies', 'Computer graphics', 'Human-centered computing', 'Human computer interaction (HCI)']"
448,Visual exploration of multivariate graphs,['Martin Wattenberg'],https://doi.org/10.1145/1124772.1124891,"This paper introduces PivotGraph, a software tool that uses a new technique for visualizing and analyzing graph structures. The technique is designed specifically for graphs that are ""multivariate,"" i.e., where each node is associated with several attributes. Unlike visualizations which emphasize global graph topology, PivotGraph uses a simple grid-based approach to focus on the relationship between node attributes and connections. The interaction technique is derived from an analogy with methods seen in spreadsheet pivot tables and in online analytical processing (OLAP). Finally, several examples are presented in which PivotGraph was applied to real-world data sets.",141,April 2006  ,Article ,CHI '06: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Computing methodologies', 'Computer graphics', 'Human-centered computing', 'Human computer interaction (HCI)']"
449,Keeping up appearances: understanding the dimensions of incidental information privacy,"['Kirstie Hawkey', 'Kori M. Inkpen']",https://doi.org/10.1145/1124772.1124893,"We conducted a survey of 155 participants to examine privacy concerns relating to the viewing of incidental information (i.e. traces of previous activity unrelated to the task at hand) in web browsers. We have identified several dimensions of privacy for this domain. Results revealed the scope of this problem and how location and device affect web browsing activity and contribute to the types of incidental information that may be visible. We found that there are different privacy comfort levels inherent to the participant and dependent on the context of subsequent viewing of incidental information, including the sensitivity of the content, their relationship to the viewer and the level of control retained over input devices.",14,April 2006  ,Article ,CHI '06: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Collaborative and social computing']"
450,"Being watched or being special: how I learned to stop worrying and love being monitored, surveilled, and assessed","['Erica Robles', 'Abhay Sukumaran', 'Kathryn Rickertsen', 'Cliff Nass']",https://doi.org/10.1145/1124772.1124894,"This paper explores the relationship between display of feedback (public vs. private) and the basis for evaluation (present vs. absent) of that feedback. Using a controlled, laboratory setting, we employ a fundamentally social, interpersonal context (speed-dating). Two participants (one male and one female) receive real-time performance feedback about either only themselves (private) or about both participants (public). We measure participant perceptions of monitoring, conformity, and self-consciousness about themselves and their dating partner. We also assess perceptions of system invasiveness, system competence, and system support. Results reveal a consistent pattern of significant interaction between feedback display and basis for evaluation conditions. In each of these interactions, public feedback with an added, trivial, basis for evaluation creates significantly lower perception of monitoring, conformity, self-consciousness, and system invasiveness, than the other three conditions. Additionally there is a main effect for basis for evaluation with respect to system competence and supportiveness. In each case, the presence of a basis produces more positive assessments than its absence. The experiment shows that reactions to being monitored and evaluated do not differ strictly along the dimension of public vs. private; basis for evaluation of feedback functions as a mediator and thus co-determines participant attitudinal responses. We discuss the implications of this at several levels, and present a broader cultural explanation in terms of the theory of rationalization. We also discuss the issues around and functionality of linking laboratory settings to larger cultural contexts in this and related fields of inquiry.",7,April 2006  ,Article ,CHI '06: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Collaborative and social computing']"
451,Effectiveness of annotating by hand for non-alphabetical languages,"['Muhd Dzulkhiflee Hamzah', ""Shun'ichi Tano"", 'Mitsuru Iwata', 'Tomonori Hashiyama']",https://doi.org/10.1145/1124772.1124896,"Unlike documents, annotation for multimedia information needs to be input as text, not in the form of symbols such as underlines and circles. This is problematic with keyboard input for non-alphabetical languages, especially the East Asian languages such as Chinese and Japanese, because it is labor intensive and imposes a high cognitive load. This study provides a quantitative analysis of the effectiveness of making annotations by hand during a note-taking task in Japanese. Although the lessons learned from this study come from Japanese text input, they are also generally applicable to other East Asian Languages which use ideographic characters such as Chinese. In our study, we focused on both the ergonomic and cognitive aspects and found that during annotation and note-taking task input by hand is more effective than input by keyboard. Finally, we anatomized the keyboard input problem and discuss it in this paper.",9,April 2006  ,Article ,CHI '06: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Human computer interaction (HCI)']"
452,Speech pen: predictive handwriting based on ambient multimodal recognition,"['Kazutaka Kurihara', 'Masataka Goto', 'Jun Ogata', 'Takeo Igarashi']",https://doi.org/10.1145/1124772.1124897,"It is tedious to handwrite long passages of text by hand. To make this process more efficient, we propose predictive handwriting that provides input predictions when the user writes by hand. A predictive handwriting system presents possible next words as a list and allows the user to select one to skip manual writing. Since it is not clear if people are willing to use prediction, we first run a user study to compare handwriting and selecting from the list. The result shows that, in Japanese, people prefer to select, especially when the expected performance gain from using selection is large. Based on these observations, we designed a multimodal input system, called speech-pen, that assists digital writing during lectures or presentations with background speech and handwriting recognition. The system recognizes speech and handwriting in the background and provides the instructor with predictions for further writing. The speech-pen system also allows the sharing of context information for predictions among the instructor and the audience; the result of the instructor's speech recognition is sent to the audience to support their own note-taking. Our preliminary study shows the effectiveness of this system and the implications for further improvements.",26,April 2006  ,Article ,CHI '06: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Human computer interaction (HCI)']"
453,Hover widgets: using the tracking state to extend the capabilities of pen-operated devices,"['Tovi Grossman', 'Ken Hinckley', 'Patrick Baudisch', 'Maneesh Agrawala', 'Ravin Balakrishnan']",https://doi.org/10.1145/1124772.1124898,"We present Hover Widgets, a new technique for increasing the capabilities of pen-based interfaces. Hover Widgets are implemented by using the pen movements above the display surface, in the tracking state. Short gestures while hovering, followed by a pen down, access the Hover Widgets, which can be used to activate localized interface widgets. By using the tracking state movements, Hover Widgets create a new command layer which is clearly distinct from the input layer of a pen interface. In a formal experiment Hover Widgets were found to be faster than a more traditional command activation technique, and also reduced errors due to divided attention.",86,April 2006  ,Article ,CHI '06: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Human computer interaction (HCI)']"
454,Everyday practices with mobile video telephony,"[""Kenton O'Hara"", 'Alison Black', 'Matthew Lipson']",https://doi.org/10.1145/1124772.1124900,"The mobile phone allowed people to communicate when and where they wanted, dramatically changing how audio telephony was integrated into daily life. With video telephony services now available on everyday mobile phones, comparable arguments are being made that this will change how people relate to and use video telephony. The mobile and personal natures of mobile phones remove factors that previously hindered use of video telephony. Mobility also brings new challenges and concerns that may hinder use of video telephony in particular contexts. With this in mind, the paper revisits the notion of video telephony but within the context of mobile phones. A study is presented of people's everyday use of mobile video telephony using diary techniques and ethnographic interviews. The study uses real episodes to highlight key motivations and circumstances under which mobile video telephony was and wasn't used. Implications for adoption of design of mobile video phones are discussed.",63,April 2006  ,Article ,CHI '06: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,['Human-centered computing']
455,Sashay: designing for wonderment,"['Eric Paulos', 'Chris Beckmann']",https://doi.org/10.1145/1124772.1124901,"No longer confined to our offices, schools, and homes, technology is expanding at an astonishing rate across our everyday public urban landscapes. From the visible (mobile phones, laptops, and blackberries) to the invisible (GPS, WiFi, GSM, and EVDO), we find the full spectrum of digital technologies transforming nearly every facet of our urban experience. Many current urban computing systems focus on improving our efficiency and productivity in the city by providing ""location services"" and/or interactive navigation and mapping tools. While agreeing with the need for such systems, we are reminded that urban life spans a much wider range of emotions and experiences. Our claim is that our successful future urban technological tools will be those that incorporate the full range of urban experiences -- from improving productivity and efficiency to promoting wonderment and daydreaming. We discuss intervention as a research strategy for understanding wonderment; demonstrate an example of such a study using a matchbook experiment to expose relationships between locations and emotions within a city; and use the results to develop Sashay -- a mobile phone application that promotes wonderment by visualizing an individual's personal patterns across the invisible, manufactured geography of mobile phone cellular towers.",12,April 2006  ,Article ,CHI '06: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,['Computing methodologies']
456,Urbanhermes: social signaling with electronic fashion,"['Christine M. Liu', 'Judith S. Donath']",https://doi.org/10.1145/1124772.1124902,"Humans use fashion signals to indicate access to information. While fashion is typically associated with clothing, fashion also transpires within the domain of electronic media: weblogs, discussion lists, and online communities teem continuously with fresh, digestible content. A fashionable status - well-informed and well-connected - is demonstrated through a consistent, timely, and meaningful display of newly acquired information. While production constraints of material-based fashions limit the signal refresh rate, ephemeral electronic fashions can cycle as quickly as the flow of information. The challenge we present is to develop physical objects that can go beyond the limitations of their materiality, and to signal with the rapidity of electronic fashions. We introduce the design of urbanhermes as a communicative accessory that integrates the fresh, dynamic, fluid nature of electronic-based fashion signals within the tactile, face-to-face environment of a physical space. This paper presents the design discussion within the framework of fashion as a social signal.",22,April 2006  ,Article ,CHI '06: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Applied computing', 'Law, social and behavioral sciences', 'Human-centered computing', 'Collaborative and social computing']"
457,Because I carry my cell phone anyway: functional location-based reminder applications,"['Pamela J. Ludford', 'Dan Frankowski', 'Ken Reily', 'Kurt Wilms', 'Loren Terveen']",https://doi.org/10.1145/1124772.1124903,"Although they have potential, to date location-based information systems have not radically improved the way we interact with our surroundings. To study related issues, we developed a location-based reminder system, PlaceMail, and demonstrate its utility in supporting everyday tasks through a month-long field study. We identify current tools and practices people use to manage distributed tasks and note problems with current methods, including the common ""to-do list"". Our field study shows that PlaceMail supports useful location-based reminders and functional place-based lists. The study also sheds rich and surprising light on a new issue: when and where to deliver location-based information. The traditional 'geofence' radius around a place proves insufficient. Instead, effective delivery depends on people's movement patterns through an area and the geographic layout of the space. Our results both provide a compelling demonstration of the utility of location-based information and raise significant new challenges for location-based information distribution.",81,April 2006  ,Article ,CHI '06: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,['Human-centered computing']
458,From awareness to connectedness: the design and deployment of presence displays,"['Anind K. Dey', 'Ed de Guzman']",https://doi.org/10.1145/1124772.1124905,"Computer displays can be helpful for making users aware of the remote presence of friends and family. In many of the research projects that have explored the use of novel displays, the real goal is to improve a user's sense of connectedness to those remote loved ones. However, very few have leveraged a user-centered design process or empirically studied the effects of using a display on users' sense of awareness and connectedness. In this paper, we present our multi-phase, user-centered design process for building displays that support awareness and connectedness: Presence Displays, which are physical, peripheral awareness displays of online presence of close friends or family. We present evidence, from a 5-week long field study, that these displays provide significantly better awareness of and connectedness to a loved one, than a traditional graphical display of online presence.",77,April 2006  ,Article ,CHI '06: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Collaborative and social computing', 'Human computer interaction (HCI)']"
459,"Negotiating presence-in-absence: contact, content and context","['Steve Howard', 'Jesper Kjeldskov', 'Mikael B. Skov', 'Kasper Garnæs', 'Olga Grünberger']",https://doi.org/10.1145/1124772.1124906,"On the basis of a longitudinal field study of domestic communication, we report some essential constituents of the user experience of awareness of others who are distant in space or time, i.e. presence-in-absence. We discuss presence-in-absence in terms of its social (Contact) and informational (Content) facets, and the circumstances of the experience (Context). The field evaluation of a prototype, 'The Cube', designed to support presence-in-absence, threw up issues in the interrelationships between contact, content and context; issues that the designers of similar social artifacts will need to address.",20,April 2006  ,Article ,CHI '06: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Collaborative and social computing']"
460,Using linguistic features to measure presence in computer-mediated communication,"['Adam D. I. Kramer', 'Lui Min Oh', 'Susan R. Fussell']",https://doi.org/10.1145/1124772.1124907,We propose a method of measuring people's sense of presence in computer-mediated communication (CMC) systems) based on linguistic features of their dialogues. We create variations in presence by asking participants to collaborate on physical tasks in four CMC conditions. We then correlate self-reported feelings of presence with the use of specific linguistic features. Regression analyses show that 30% of the variance in self-reported presence can be accounted for by a small number of task-independent linguistic features. Even better prediction can be obtained when self-reported coordination is added to the regression equation. We conclude that linguistic measures of presence have value for studies of CMC.,18,April 2006  ,Article ,CHI '06: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Collaborative and social computing']"
461,The paradox of the assisted user: guidance can be counterproductive,"['Christof C. van Nimwegen', 'Daniel D. Burgos', 'Herre H. van Oostendorp', 'Hermina H. J. M. Schijf']",https://doi.org/10.1145/1124772.1124908,"This paper investigates the influence of interface styles on problem solving performance. It is often assumed that performance on problem solving tasks improves when users are assisted by externalizing task-related information on the interface. Although externalization requires less recall and relieves working memory, it does not instigate planning, understanding and knowledge acquisition. Without this assistance, task-information must be internalized, stored in the user's memory, leading to more planning and thinking and perhaps to better performance and knowledge. Another variable that can influence behavior is ""Need for Cognition"" (NFC), the tendency to engage in effortful cognitive tasks. We investigated the effects of interface style and cognitive style on performance using a conference planning application. Interface style influenced behavior and performance, but NFC did not. The internalization interface led to more planful behavior and smarter solutions. When planning and learning are the aim, designers should thus beware of giving a user (too) much assistance. Understanding how people react to interface information can be crucial in designing effective software, especially important in the areas of education and learning.",14,April 2006  ,Article ,CHI '06: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Human computer interaction (HCI)']"
462,Investigating health management practices of individuals with diabetes,"['Lena Mamykina', 'Elizabeth D. Mynatt', 'David R. Kaufman']",https://doi.org/10.1145/1124772.1124910,"Chronic diseases, endemic in the rapidly aging population, are stretching the capacity of healthcare resources. Increasingly, individuals need to adopt proactive health attitudes and contribute to the management of their own health. We investigate existing diabetes self-management practices and ways in which reflection on prior actions impacts future lifestyle choices. The findings suggest that individuals generate and evaluate hypotheses regarding health implications of their actions. Thus, health-monitoring applications can assist individuals in making educated choices by facilitating discovery of correlations between their past actions and health states. Deployment of an early prototype of a health-monitoring application demonstrated the need for careful presentation techniques to promote more robust understanding and to avoid reinforcement of biases.",88,April 2006  ,Article ,CHI '06: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,['Human-centered computing']
463,Tensions in designing capture technologies for an evidence-based care community,"['Gillian R. Hayes', 'Gregory D. Abowd']",https://doi.org/10.1145/1124772.1124911,"Evidence-based care is an increasingly popular process for long term diagnosis and monitoring of education and healthcare disabilities. Because this evidence must also be collected in everyday life, it is a technique that can greatly benefit from automated capture technologies. These solutions, however, can raise significant concerns about privacy, control, and surveillance. In this paper, we present an analysis of these concerns with regard to evidence-based care. This analysis underscores the need to consider community-based risk and reward analyses in addition to the traditionally used analyses for individual users when designing socially appropriate technologies.",34,April 2006  ,Article ,CHI '06: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Human computer interaction (HCI)', 'Social and professional topics', 'Computing / technology policy']"
464,Pride and prejudice: learning how chronically ill people think about food,"['Katie A. Siek', 'Kay H. Connelly', 'Yvonne Rogers']",https://doi.org/10.1145/1124772.1124912,"In this paper, we describe a formative study to learn how one chronically ill population thinks about food, mentally organizes food, and interprets consumption-level icons. We found that many participants let their pride influence their choices, resulting in preferred interfaces that they could not accurately interpret. The results indicate that participants organized food in similar ways, had difficulty reading from their preferred consumption-level icons, and wanted to combine multiple interface designs when searching for food.",17,April 2006  ,Article ,CHI '06: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Human computer interaction (HCI)']"
465,Insert movie reference here: a system to bridge conversation and item-oriented web sites,"['Sara Drenner', 'Max Harper', 'Dan Frankowski', 'John Riedl', 'Loren Terveen']",https://doi.org/10.1145/1124772.1124914,"Item-oriented Web sites maintain repositories of information about things such as books, games, or products. Many of these Web sites offer discussion forums. However, these forums are often disconnected from the rich data available in the item repositories. We describe a system, movie linking, that bridges a movie recommendation Web site and a movie-oriented discussion forum. Through automatic detection and an interactive component, the system recognizes references to movies in the forum and adds recommendation data to the forums and conversation threads to movie pages. An eight week observational study shows that the system was able to identify movie references with precision of .93 and recall of .78. Though users reported that the feature was useful, their behavior indicates that the feature was more successful at enriching the interface than at integrating the system.",16,April 2006  ,Article ,CHI '06: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,['Human-centered computing']
466,Motivating participation by displaying the value of contribution,"['Al M. Rashid', 'Kimberly Ling', 'Regina D. Tassone', 'Paul Resnick', 'Robert Kraut', 'John Riedl']",https://doi.org/10.1145/1124772.1124915,"One of the important challenges faced by designers of online communities is eliciting sufficent contributions from community members. Users in online communities may have difficulty either in finding opportunities to add value, or in understanding the value of their contributions to the community. Various social science theories suggest that showing users different perspectives on the value they add to the community will lead to differing amounts of contribution. The present study investigates a design augmentation for an existing community Web site that could benefit from additional contribution. The augmented interface includes individualized opportunities for contribution and an estimate of the value of each contribution to the community. The value is computed in one of four different ways: (1) value to self; (2) value to a small group the user has affinity with; (3) value to a small group the user does not have affinity with; and (4) value to the entire user community. The study compares the effectiveness of the different notions of value to 160 community members.",102,April 2006  ,Article ,CHI '06: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,['Human-centered computing']
467,Talk to me: foundations for successful individual-group interactions in online communities,"['Jaime Arguello', 'Brian S. Butler', 'Elisabeth Joyce', 'Robert Kraut', 'Kimberly S. Ling', 'Carolyn Rosé', 'Xiaoqing Wang']",https://doi.org/10.1145/1124772.1124916,"People come to online communities seeking information, encouragement, and conversation. When a community responds, participants benefit and become more committed. Yet interactions often fail. In a longitudinal sample of 6,172 messages from 8 Usenet newsgroups, 27% of posts received no response. The information context, posters' prior engagement in the community, and the content of their posts all influenced the likelihood that they received a reply, and, as a result, their willingness to continue active participation. Posters were less likely to get a reply if they were newcomers. Posting ontopic, introducing oneself via autobiographical testimonials, asking questions, using less complex language and other features of the messages, increased replies. Results suggest ways that developers might increase the ability of online communities to support successful individual-group interactions.",164,April 2006  ,Article ,CHI '06: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Collaborative and social computing']"
468,Routine patterns of internet use & psychological well-being: coping with a residential move,"['Irina Shklovski', 'Robert Kraut', 'Jonathon Cummings']",https://doi.org/10.1145/1124772.1124917,"In this paper we examine how routine uses of the Internet for communication with family and friends and for entertainment may serve as indicators of overall levels of psychological well-being. Changes in psychological well-being in response to a major life event, such as a residential move, can drive changes in routine uses of the Internet, suggesting Internet-based coping strategies. Specifically, women who report high levels of depressive affect, decrease internet use for communication. Men with similar levels of depressive affect increase internet use for entertainment. We discuss implications of these findings for our understanding of the role of the Internet in everyday behavior and instances of coping with stressful situations.",12,April 2006  ,Article ,CHI '06: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,['Human-centered computing']
